#-- wavelength (micron)   A_lambda/A_k
1.149e-01	4.301e+01
1.161e-01	4.225e+01
1.173e-01	4.152e+01
1.185e-01	4.080e+01
1.197e-01	4.009e+01
1.210e-01	3.942e+01
1.223e-01	3.876e+01
1.236e-01	3.811e+01
1.249e-01	3.749e+01
1.263e-01	3.689e+01
1.277e-01	3.630e+01
1.291e-01	3.574e+01
1.306e-01	3.519e+01
1.321e-01	3.467e+01
1.337e-01	3.417e+01
1.352e-01	3.368e+01
1.368e-01	3.322e+01
1.385e-01	3.278e+01
1.402e-01	3.236e+01
1.419e-01	3.196e+01
1.437e-01	3.159e+01
1.455e-01	3.124e+01
1.474e-01	3.091e+01
1.493e-01	3.060e+01
1.512e-01	3.032e+01
1.533e-01	3.006e+01
1.553e-01	2.984e+01
1.575e-01	2.964e+01
1.596e-01	2.947e+01
1.619e-01	2.933e+01
1.642e-01	2.924e+01
1.666e-01	2.917e+01
1.690e-01	2.912e+01
1.716e-01	2.911e+01
1.742e-01	2.914e+01
1.768e-01	2.922e+01
1.796e-01	2.935e+01
1.824e-01	2.957e+01
1.854e-01	2.988e+01
1.884e-01	3.031e+01
1.916e-01	3.090e+01
1.948e-01	3.169e+01
1.982e-01	3.271e+01
2.017e-01	3.397e+01
2.053e-01	3.544e+01
2.090e-01	3.694e+01
2.129e-01	3.813e+01
2.169e-01	3.855e+01
2.210e-01	3.792e+01
2.254e-01	3.634e+01
2.299e-01	3.426e+01
2.346e-01	3.211e+01
2.395e-01	3.016e+01
2.446e-01	2.851e+01
2.499e-01	2.715e+01
2.554e-01	2.603e+01
2.612e-01	2.510e+01
2.673e-01	2.432e+01
2.737e-01	2.362e+01
2.803e-01	2.291e+01
2.874e-01	2.225e+01
2.947e-01	2.160e+01
3.025e-01	2.100e+01
3.107e-01	2.042e+01
3.193e-01	1.988e+01
3.284e-01	1.938e+01
3.381e-01	1.892e+01
3.483e-01	1.850e+01
3.592e-01	1.809e+01
3.708e-01	1.768e+01
3.831e-01	1.725e+01
3.964e-01	1.678e+01
4.105e-01	1.625e+01
4.257e-01	1.567e+01
4.421e-01	1.505e+01
4.598e-01	1.439e+01
4.789e-01	1.369e+01
4.998e-01	1.297e+01
5.225e-01	1.223e+01
5.473e-01	1.146e+01
5.747e-01	1.068e+01
6.050e-01	9.889e+00
6.386e-01	9.094e+00
6.761e-01	8.296e+00
7.184e-01	7.505e+00
7.663e-01	6.725e+00
8.210e-01	5.960e+00
8.842e-01	5.221e+00
9.579e-01	4.516e+00
1.045e+00	3.848e+00
1.149e+00	3.232e+00
1.240e+00	2.799e+00
1.340e+00	2.378e+00
1.440e+00	2.057e+00
1.540e+00	1.807e+00
1.640e+00	1.608e+00
1.740e+00	1.447e+00
1.840e+00	1.314e+00
1.940e+00	1.203e+00
2.040e+00	1.111e+00
2.140e+00	1.031e+00
2.240e+00	9.637e-01
2.340e+00	9.051e-01
2.440e+00	8.548e-01
2.540e+00	8.096e-01
2.640e+00	7.705e-01
2.740e+00	7.356e-01
2.840e+00	7.048e-01
2.940e+00	6.770e-01
3.040e+00	6.514e-01
3.140e+00	6.298e-01
3.240e+00	6.092e-01
3.340e+00	5.907e-01
3.440e+00	5.733e-01
3.540e+00	5.589e-01
3.640e+00	5.445e-01
3.740e+00	5.312e-01
3.840e+00	5.199e-01
3.940e+00	5.096e-01
4.040e+00	4.993e-01
4.140e+00	4.901e-01
4.240e+00	4.818e-01
4.340e+00	4.736e-01
4.440e+00	4.664e-01
4.540e+00	4.592e-01
4.640e+00	4.531e-01
4.740e+00	4.479e-01
4.840e+00	4.428e-01
4.940e+00	4.377e-01
5.040e+00	4.325e-01
5.140e+00	4.284e-01
5.240e+00	4.243e-01
5.340e+00	4.212e-01
5.440e+00	4.171e-01
5.540e+00	4.140e-01
5.640e+00	4.110e-01
5.740e+00	4.089e-01
5.840e+00	4.058e-01
5.940e+00	4.038e-01
6.040e+00	4.017e-01
6.140e+00	3.997e-01
6.240e+00	3.976e-01
6.340e+00	3.966e-01
6.440e+00	3.945e-01
6.540e+00	3.935e-01
6.640e+00	3.925e-01
6.740e+00	3.914e-01
6.840e+00	3.904e-01
6.940e+00	3.894e-01
7.040e+00	3.884e-01
7.140e+00	3.884e-01
7.240e+00	3.873e-01
7.340e+00	3.873e-01
7.440e+00	3.863e-01
7.540e+00	3.863e-01
7.640e+00	3.863e-01
7.740e+00	3.863e-01
7.840e+00	3.863e-01
7.940e+00	3.863e-01
8.100e+00	4.181e-01
8.200e+00	4.397e-01
8.300e+00	4.623e-01
8.400e+00	4.880e-01
8.500e+00	5.199e-01
8.600e+00	5.568e-01
8.700e+00	5.979e-01
8.800e+00	6.390e-01
8.900e+00	6.812e-01
9.000e+00	7.264e-01
9.100e+00	7.777e-01
9.200e+00	8.363e-01
9.300e+00	8.959e-01
9.400e+00	9.421e-01
9.500e+00	9.719e-01
9.600e+00	9.986e-01
9.700e+00	1.023e+00
9.800e+00	1.034e+00
9.900e+00	1.027e+00
1.000e+01	1.010e+00
1.010e+01	9.873e-01
1.020e+01	9.637e-01
1.030e+01	9.390e-01
1.040e+01	9.133e-01
1.050e+01	8.887e-01
1.060e+01	8.661e-01
1.070e+01	8.455e-01
1.080e+01	8.270e-01
1.090e+01	8.096e-01
1.100e+01	7.921e-01
1.110e+01	7.746e-01
1.120e+01	7.572e-01
1.130e+01	7.377e-01
1.140e+01	7.181e-01
1.150e+01	6.986e-01
1.160e+01	6.812e-01
1.170e+01	6.647e-01
1.180e+01	6.503e-01
1.190e+01	6.370e-01
1.200e+01	6.257e-01
1.210e+01	6.144e-01
1.220e+01	6.020e-01
1.230e+01	5.907e-01
1.240e+01	5.794e-01
1.250e+01	5.702e-01
1.260e+01	5.620e-01
1.270e+01	5.548e-01
1.280e+01	5.507e-01
1.290e+01	5.476e-01
1.300e+01	5.445e-01
1.310e+01	5.435e-01
1.320e+01	5.425e-01
1.330e+01	5.414e-01
1.340e+01	5.425e-01
1.350e+01	5.425e-01
1.360e+01	5.435e-01
1.370e+01	5.445e-01
1.380e+01	5.466e-01
